DATE,PRODUCTION_WH
2018-12-09,2129.0
2018-12-10,6714.0
2018-12-11,3647.0
2018-12-12,12802.0
2018-12-13,13555.0
2018-12-14,2984.0
2018-12-15,3167.0
2018-12-16,1077.0
2018-12-17,6580.0
2018-12-18,6498.0
2018-12-19,2836.0
2018-12-20,1222.0
2018-12-21,1794.0
2018-12-22,6598.0
2018-12-23,617.0
2018-12-24,1628.0
2018-12-25,13320.0
2018-12-26,11928.0
2018-12-27,4490.0
2018-12-28,2272.0
2018-12-29,1345.0
2018-12-30,1997.0
2018-12-31,1294.0
2019-01-01,655.0
2019-01-02,2477.0
2019-01-03,2202.0
2019-01-04,1718.0
2019-01-05,980.0
2019-01-06,1455.0
2019-01-07,716.0
2019-01-08,4235.0
2019-01-09,6822.0
2019-01-10,2225.0
2019-01-11,1445.0
2019-01-12,817.0
2019-01-13,576.0
2019-01-14,4317.0
2019-01-15,5666.0
2019-01-16,3191.0
2019-01-17,1939.0
2019-01-18,4649.0
2019-01-19,16246.0
2019-01-20,17024.0
2019-01-21,16791.0
2019-01-22,2071.0
2019-01-23,2380.0
2019-01-24,3184.0
2019-01-25,2468.0
2019-01-26,1671.0
2019-01-27,1303.0
2019-01-28,5169.0
2019-01-29,14833.0
2019-01-30,33.0
2019-01-31,3172.0
2019-02-01,4338.0
2019-02-02,235.0
2019-02-03,14170.0
2019-02-04,3453.0
2019-02-05,3136.0
2019-02-06,3450.0
2019-02-07,14282.0
2019-02-08,2816.0
2019-02-09,5710.0
2019-02-10,2353.0
2019-02-11,13188.0
2019-02-12,9981.0
2019-02-13,18895.0
2019-02-14,23912.0
2019-02-15,23853.0
2019-02-16,23135.0
2019-02-17,21428.0
2019-02-18,23331.0
2019-02-19,17449.0
2019-02-20,15026.0
2019-02-21,17319.0
2019-02-22,4209.0
2019-02-23,25098.0
2019-02-24,25687.0
2019-02-25,25232.0
2019-02-26,25701.0
2019-02-27,26570.0
2019-02-28,6422.0
2019-03-01,1329.0
2019-03-02,3819.0
2019-03-03,2463.0
2019-03-04,10804.0
2019-03-05,10878.0
2019-03-06,5024.0
2019-03-07,10990.0
2019-03-08,18829.0
2019-03-09,7099.0
2019-03-10,5844.0
2019-03-11,11936.0
2019-03-12,12217.0
2019-03-13,6905.0
2019-03-14,4174.0
2019-03-15,2111.0
2019-03-16,6296.0
2019-03-17,17249.0
2019-03-18,19964.0
2019-03-19,26694.0
2019-03-20,22107.0
2019-03-21,29595.0
2019-03-22,32091.0
2019-03-23,5723.0
2019-03-24,21011.0
2019-03-25,18328.0
2019-03-26,13417.0
2019-03-27,17339.0
2019-03-28,11528.0
2019-03-29,33912.0
2019-03-30,32337.0
2019-03-31,28911.0
2019-04-01,31388.0
2019-04-02,11300.0
2019-04-03,14017.0
2019-04-04,17682.0
2019-04-05,36836.0
2019-04-06,19039.0
2019-04-07,23488.0
2019-04-08,3396.0
2019-04-09,3847.0
2019-04-10,28196.0
2019-04-11,37749.0
2019-04-12,16065.0
2019-04-13,33232.0
2019-04-14,14792.0
2019-04-15,37901.0
2019-04-16,32086.0
2019-04-17,10453.0
2019-04-18,36162.0
2019-04-19,37117.0
2019-04-20,37385.0
2019-04-21,36709.0
2019-04-22,37092.0
2019-04-23,27303.0
2019-04-24,32409.0
2019-04-25,13715.0
2019-04-26,30980.0
2019-04-27,18491.0
2019-04-28,14479.0
2019-04-29,35271.0
2019-04-30,21399.0
2019-05-01,22966.0
2019-05-02,17194.0
2019-05-03,15576.0
2019-05-04,26198.0
2019-05-05,23006.0
2019-05-06,12314.0
2019-05-07,23186.0
2019-05-08,8010.0
2019-05-09,20643.0
2019-05-10,27438.0
2019-05-11,23418.0
2019-05-12,26107.0
2019-05-13,42917.0
2019-05-14,42008.0
2019-05-15,42303.0
2019-05-16,37009.0
2019-05-17,8538.0
2019-05-18,24097.0
2019-05-19,11886.0
2019-05-20,5643.0
2019-05-21,31677.0
2019-05-22,32673.0
2019-05-23,38010.0
2019-05-24,38665.0
2019-05-25,18504.0
2019-05-26,30033.0
2019-05-27,28695.0
2019-05-28,21350.0
2019-05-29,30529.0
2019-05-30,15474.0
2019-05-31,27567.0
2019-06-01,35513.0
2019-06-02,40713.0
2019-06-03,16478.0
2019-06-04,21997.0
2019-06-05,8506.0
2019-06-06,30166.0
2019-06-07,28220.0
2019-06-08,21978.0
2019-06-09,27025.0
2019-06-10,26508.0
2019-06-11,31926.0
2019-06-12,13501.0
2019-06-13,27419.0
2019-06-14,30166.0
2019-06-15,22585.0
2019-06-16,26008.0
2019-06-17,40514.0
2019-06-18,36676.0
2019-06-19,24191.0
2019-06-20,18081.0
2019-06-21,36642.0
2019-06-22,39130.0
2019-06-23,41592.0
2019-06-24,39332.0
2019-06-25,35386.0
2019-06-26,31440.0
2019-06-27,35736.0
2019-06-28,41289.0
2019-06-29,41166.0
2019-06-30,32784.0
2019-07-01,33715.0
2019-07-02,31072.0
2019-07-03,37213.0
2019-07-04,41571.0
2019-07-05,39028.0
2019-07-06,38956.0
2019-07-07,21537.0
2019-07-08,27056.0
2019-07-09,34833.0
2019-07-10,35018.0
2019-07-11,17719.0
2019-07-12,25055.0
2019-07-13,14753.0
2019-07-14,15534.0
2019-07-15,13891.0
2019-07-16,16748.0
2019-07-17,38772.0
2019-07-18,25012.0
2019-07-19,27012.0
2019-07-20,17147.0
2019-07-21,31658.0
2019-07-22,34261.0
2019-07-23,39126.0
2019-07-24,36188.0
2019-07-25,32934.0
2019-07-26,32617.0
2019-07-27,4685.0
2019-07-28,6447.0
2019-07-29,39470.0
2019-07-30,37396.0
2019-07-31,22387.0
2019-08-01,23966.0
2019-08-02,22981.0
2019-08-03,15777.0
2019-08-04,32389.0
2019-08-05,33928.0
2019-08-06,23373.0
2019-08-07,22784.0
2019-08-08,21598.0
2019-08-09,12177.0
2019-08-10,24265.0
2019-08-11,21555.0
2019-08-12,28052.0
2019-08-13,29375.0
2019-08-14,32815.0
2019-08-15,16174.0
2019-08-16,21096.0
2019-08-17,5062.0
2019-08-18,8636.0
2019-08-19,33072.0
2019-08-20,33172.0
2019-08-21,35773.0
2019-08-22,34318.0
2019-08-23,35111.0
2019-08-24,35624.0
2019-08-25,34138.0
2019-08-26,32013.0
2019-08-27,31819.0
2019-08-28,22496.0
2019-08-29,16333.0
2019-08-30,33992.0
2019-08-31,33281.0
2019-09-01,15910.0
2019-09-02,34994.0
2019-09-03,14800.0
2019-09-04,27028.0
2019-09-05,19061.0
2019-09-06,33233.0
2019-09-07,18355.0
2019-09-08,19069.0
2019-09-09,28975.0
2019-09-10,31540.0
2019-09-11,9207.0
2019-09-12,20035.0
2019-09-13,10555.0
2019-09-14,32476.0
2019-09-15,31124.0
2019-09-16,8167.0
2019-09-17,25948.0
2019-09-18,28029.0
2019-09-19,26668.0
2019-09-20,31928.0
2019-09-21,31420.0
2019-09-22,21302.0
2019-09-23,13503.0
2019-09-24,4880.0
2019-09-25,7547.0
2019-09-26,4862.0
2019-09-27,18715.0
2019-09-28,9318.0
2019-09-29,4857.0
2019-09-30,20241.0
2019-10-01,5709.0
2019-10-02,13064.0
2019-10-03,19698.0
2019-10-04,7603.0
2019-10-05,8210.0
2019-10-06,4417.0
2019-10-07,4383.0
2019-10-08,4876.0
2019-10-09,6691.0
2019-10-10,18298.0
2019-10-11,5345.0
2019-10-12,20840.0
2019-10-13,16188.0
2019-10-14,15926.0
2019-10-15,3415.0
2019-10-16,2785.0
2019-10-17,12402.0
2019-10-18,10252.0
2019-10-19,6340.0
2019-10-20,2066.0
2019-10-21,2856.0
2019-10-22,7453.0
2019-10-23,12840.0
2019-10-24,15313.0
2019-10-25,12528.0
2019-10-26,17375.0
2019-10-27,5061.0
2019-10-28,16973.0
2019-10-29,16704.0
2019-10-30,5984.0
2019-10-31,18556.0
2019-11-01,2083.0
2019-11-02,6290.0
2019-11-03,3931.0
2019-11-04,5747.0
2019-11-05,3541.0
2019-11-06,2184.0
2019-11-07,4987.0
2019-11-08,17435.0
2019-11-09,4937.0
2019-11-10,16642.0
2019-11-11,4026.0
2019-11-12,3900.0
2019-11-13,4128.0
2019-11-14,2108.0
2019-11-15,1450.0
2019-11-16,9464.0
2019-11-17,12468.0
2019-11-18,610.0
2019-11-19,10106.0
2019-11-20,16007.0
2019-11-21,4932.0
2019-11-22,14320.0
2019-11-23,1710.0
2019-11-24,7075.0
2019-11-25,13587.0
2019-11-26,2224.0
2019-11-27,2924.0
2019-11-28,1148.0
2019-11-29,9424.0
2019-11-30,14532.0
2019-12-01,2095.0
2019-12-02,5194.0
2019-12-03,12210.0
2019-12-04,14460.0
2019-12-05,3061.0
2019-12-06,509.0
2019-12-07,2254.0
2019-12-08,1854.0
2019-12-09,1938.0
2019-12-10,12301.0
2019-12-11,1299.0
2019-12-12,5545.0
2019-12-13,597.0
2019-12-14,5306.0
2019-12-15,9154.0
2019-12-16,1011.0
2019-12-17,3999.0
2019-12-18,11565.0
2019-12-19,8901.0
2019-12-20,1926.0
2019-12-21,2305.0
2019-12-22,924.0
2019-12-23,2291.0
2019-12-24,3592.0
2019-12-25,1460.0
2019-12-26,2156.0
2019-12-27,504.0
2019-12-28,8313.0
2019-12-29,10597.0
2019-12-30,13889.0
2019-12-31,1252.0
2020-01-01,13239.0
2020-01-02,2492.0
2020-01-03,796.0
2020-01-04,10124.0
2020-01-05,1217.0
2020-01-06,14327.0
2020-01-07,1902.0
2020-01-08,766.0
2020-01-09,690.0
2020-01-10,2877.0
2020-01-11,4917.0
2020-01-12,2020.0
2020-01-13,4413.0
2020-01-14,1129.0
2020-01-15,5530.0
2020-01-16,14626.0
2020-01-17,1435.0
2020-01-18,7452.0
2020-01-19,8155.0
2020-01-20,3921.0
2020-01-21,16907.0
2020-01-22,4881.0
2020-01-23,591.0
2020-01-24,
2020-01-25,
2020-01-26,
2020-01-27,
2020-01-28,
2020-01-29,
2020-01-30,
2020-01-31,
